코드,종목명,거래량,종가,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,신고가대비_종가비율,신저가대비_종가비율,사분위75%대비_종가비율,사분위50%대비_종가비율,사분위50%대비_종가비율,종가_중간값,20일중간값_종가비율,20일사분위25%,20일사분위25%_종가비율,종가흐름,외국인지분율,외국인지분율조건,외국인지분율_중간값,20일중간값_외국인비율,외국인보유흐름,ROE조건,ROE(지배주주)_년도,ROE(지배주주)_분기,영업이익_증가,당기순이익_증가,PER_중간값,PER(배)_년도,PER(배)_분기,PBR_중간값,PBR(배)_년도,PBR(배)_분기,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,BPS(원)_년도,BPS(원)_분기
A093320,케이아이엔엑스,3802,53800,73200,40500,65025.0,56850.0,48675.0,73.5,132.84,82.74,110.53,110.53,53960,99.7,53500,100.56,"[53800.0, 56100.0, 55100.0, 54800.0, 54800.0, 53500.0, 53500.0, 53300.0, 54000.0, 54300.0, 54300.0, 54500.0, 53800.0, 52500.0, 52000.0, 53200.0, 53900.0, 53500.0, 54500.0, 53800.0]",22.39,T,22.51,99.47,"[22.84, 22.84, 22.71, 22.62, 22.59, 22.5, 22.48, 22.46, 22.46, 22.44, 22.46, 22.48, 22.46, 22.44, 22.42, 22.43, 22.42, 22.41, 22.39, 22.38]",T,"[20, 15, 13]","[16, 12, 13, 13, 14]",T,F,15.0,"[11, 23, 15]","[22, 23, 14, 15, 15]",2.0,"[2, 3, 1]","[3, 2, 1, 1, 2]","[646, 704, 845]","[185, 211, 225, 224, 268]","[165, 178, 197]","[45, 45, 49, 59, 65]","[157, 157, 164]","[42, 38, 50, 34, 61]","[25, 25, 23]","[24, 21, 21, 26, 24]","[24, 22, 19]","[22, 17, 22, 15, 22]","[500, 500, 500]",[],"[1, 0, 1]",[],"[15, 16, 15]",[],"[24, 26, 22]","[25, 20, 23, 22, 23]","[257, 456, 217]","[539, 292, 219, 217, 534]","[3381, 4371, 4994]","[4438, 4579, 4781, 4994, 5119]","[3083, 3056, 3251]","[837, 709, 997, 707, 1126]","[17843, 22417, 25579]","[22781, 23509, 24486, 25579, 26212]"
A060720,KH바텍,166562,22550,31950,18400,28562.5,25175.0,21787.5,70.58,122.55,78.95,103.5,103.5,20802,108.4,19562,115.27,"[20050.0, 19850.0, 19450.0, 19050.0, 19600.0, 18450.0, 18800.0, 19400.0, 20900.0, 21150.0, 21500.0, 21500.0, 21650.0, 21300.0, 21850.0, 21650.0, 22300.0, 22450.0, 22600.0, 22550.0]",9.57,T,8.96,106.81,"[8.25, 8.27, 8.2, 8.27, 8.39, 8.06, 7.98, 8.15, 9.06, 9.26, 9.39, 9.37, 9.44, 9.41, 9.66, 9.53, 9.82, 9.57, 9.57, 9.55]",T,"[16, 16]","[-8, -7, 2, 16, 17]",F,F,15.5,"[18, 13]","[-30, -36, 112, 18, 14, 267]",2.0,"[2, 2]","[2, 2, 2, 2, 2]","[2036, 1850, 3398, 4414]","[390, 412, 1438, 1159, 661, 618]","[70, 35, 269, 436]","[7, 11, 141, 110, 49, 42]","[-116, -138, 331, 390]","[34, -26, 187, 137, 54, 31]","[7, 9]","[1, 2, 9, 9, 7, 6]","[9, 8]","[8, -6, 12, 11, 8, 5]","[300, 240]",[],[1],[],[20],[],[76],"[74, 81, 110, 76, 61]",[149],"[70, 67, 104, 149, 162]",[1805],"[1508, 1486, 1734, 1805, 1794]","[-542, -582, 1411, 1658]","[144, -110, 789, 588, 229, 84]","[8359, 7775, 9612, 11143]","[7952, 7854, 9246, 9612, 9583]"
A035600,KG이니시스,116487,15650,25150,15100,22637.5,20125.0,17612.5,62.23,103.64,69.13,88.86,88.86,15905,98.4,15587,100.4,"[17000.0, 16750.0, 16350.0, 16350.0, 16150.0, 16200.0, 15800.0, 16050.0, 15900.0, 15800.0, 15450.0, 15700.0, 15600.0, 15250.0, 15550.0, 15500.0, 15500.0, 15750.0, 15800.0, 15650.0]",10.53,T,10.58,99.53,"[11.2, 11.31, 11.58, 11.36, 11.22, 10.09, 9.84, 10.3, 10.41, 10.35, 10.15, 10.31, 10.35, 10.34, 10.34, 10.36, 10.39, 10.6, 10.53, 10.58]",T,"[21, 15, 14, 15]","[15, 15, 17, 14, 12]",F,F,10.0,"[9, 13, 11, 7]","[11, 11, 8, 11, 14]",1.0,"[1, 1, 1, 0]","[1, 1, 1, 1, 1]","[7476, 8102, 10120, 10974]","[2419, 2496, 2507, 2698, 2589, 2654]","[822, 980, 1066, 1118]","[260, 276, 266, 264, 245, 275]","[600, 530, 621, 793]","[204, 228, 246, -57, 161, 194]","[11, 12, 10, 10]","[10, 11, 10, 9, 9, 10]","[8, 6, 6, 7]","[8, 9, 9, -2, 6, 7]","[330, 350, 400, 410]",[],"[1, 1, 2]",[],"[17, 21, 22]",[],"[235, 209, 178]","[199, 180, 190, 178, 184]","[79, 92, 96]","[93, 90, 94, 96, 96]","[1815, 2039, 2323]","[2123, 2248, 2380, 2323, 2337]","[1792, 1521, 1725, 2193]","[566, 624, 631, -95, 446]","[9369, 11565, 13469, 15952]","[12466, 13816, 13836, 13469, 13685]"
A381970,케이카,102274,24800,43200,20850,37612.5,32025.0,26437.5,57.41,118.94,65.94,93.81,93.81,25257,98.19,24787,100.05,"[27000.0, 25850.0, 25000.0, 25200.0, 24200.0, 23600.0, 23500.0, 24750.0, 24550.0, 25100.0, 24850.0, 25350.0, 26000.0, 25850.0, 26500.0, 26050.0, 26050.0, 25800.0, 25150.0, 24800.0]",16.65,T,16.59,100.36,"[16.53, 16.47, 16.4, 16.46, 16.49, 16.63, 16.59, 16.64, 16.58, 16.61, 16.57, 16.58, 16.61, 16.64, 16.67, 16.68, 16.73, 16.68, 16.65, 16.62]",T,"[20, 20]",[],F,F,26.5,"[33, 20]","[36, 77]",4.5,"[5, 4]","[5, 6]","[11854, 13231, 19024, 24324]","[4851, 4900, 5018, 5575, 6032]","[292, 377, 711, 898]","[214, 184, 142, 130, 226]","[148, 241, 468, 588]","[147, 123, 79, 80, 156]","[3, 3]","[4, 3, 2, 2, 3]","[2, 2]","[3, 2, 1, 1, 2]","[750, 790]",[],[2],[],[77],[],[99],"[144, 117, 99, 121]",[34],"[29, 39, 34, 38]",[1036],"[740, 903, 1036, 924]","[369, 602, 1004, 1225]","[313, 262, 165, 166, 324]","[3704, 4268, 5729, 6176]","[4224, 5055, 5729, 5176]"
A030210,KTB투자증권,100431,5020,8980,4310,7812.5,6645.0,5477.5,55.9,116.47,64.26,91.65,91.65,4794,104.71,4605,109.01,"[4675.0, 4630.0, 4505.0, 4460.0, 4530.0, 4430.0, 4520.0, 4890.0, 4995.0, 4905.0, 4810.0, 4850.0, 4925.0, 4865.0, 4955.0, 4870.0, 4970.0, 5040.0, 5040.0, 5020.0]",7.9,T,8.21,96.22,"[8.83, 8.81, 8.69, 8.63, 8.55, 8.38, 8.32, 8.29, 8.24, 8.13, 8.08, 8.05, 7.99, 7.92, 7.91, 7.83, 7.86, 7.89, 7.9, 7.89]",T,"[9, 13, 26]","[13, 21, 27, 24, 26]",F,F,2.0,"[3, 2, 2]","[2, 2, 3, 2, 2]",0.0,"[0, 0, 0]","[0, 0, 0, 0, 0]","[3812, 5311, 7799]","[1617, 2095, 1788, 1739, 2176]","[375, 665, 1482]","[430, 454, 355, 168, 505]","[502, 760, 1761]","[419, 457, 471, 287, 546]","[9, 12, 19]","[26, 21, 19, 9, 23]","[13, 14, 22]","[25, 21, 26, 16, 25]","[150, 150, 250]",[],"[6, 4, 4]",[],"[58, 35, 29]",[],"[392, 639, 853]","[639, 741, 696, 541, 853]",[],[],"[64, 67, 175]","[67, 73, 98, 126, 175]","[710, 1103, 2459]","[615, 669, 710, 329, 750]","[8098, 9250, 11102]","[9250, 9567, 11202, 12186, 11102]"
A052400,코나아이,145680,22550,49700,19750,42212.5,34725.0,27237.5,45.37,114.18,53.42,82.79,82.79,23672,95.26,22137,101.87,"[26400.0, 26400.0, 26100.0, 26000.0, 26050.0, 24500.0, 24850.0, 24250.0, 23850.0, 23450.0, 22300.0, 23050.0, 22550.0, 21700.0, 21800.0, 21800.0, 21700.0, 21950.0, 22200.0, 22550.0]",5.58,T,5.98,93.31,"[6.31, 6.25, 6.21, 6.35, 6.26, 5.99, 6.0, 6.22, 6.12, 6.12, 5.98, 6.0, 5.92, 5.87, 5.93, 5.88, 5.75, 5.71, 5.58, 5.22]",T,[45],"[27, 30, 36, 45, 43]",T,F,9.0,[9],"[25, 22, 11, 9, 7]",3.0,[3],"[5, 5, 3, 3, 2]","[1220, 1378, 1945]","[385, 475, 504, 581, 580]","[-26, 190, 482]","[88, 117, 137, 139, 147]","[-97, 190, 525]","[84, 120, 154, 167, 100]",[24],"[22, 24, 27, 23, 25]",[27],"[21, 25, 30, 28, 17]",[],[],[],[],[],[],[683],"[784, 707, 1248, 683, 533]",[399],"[93, 81, 950, 399, 421]",[2153],"[1588, 1741, 1939, 2153, 2273]","[-591, 1223, 3378]","[543, 771, 993, 1072, 644]","[5530, 6513, 9393]","[7091, 7636, 8682, 9393, 9949]"
A183300,코미코,14185,60200,90900,49400,80525.0,70150.0,59775.0,66.23,121.86,74.76,100.71,100.71,60145,100.09,59425,101.3,"[59800.0, 59200.0, 56700.0, 57400.0, 63000.0, 60900.0, 61800.0, 60000.0, 62100.0, 61100.0, 61000.0, 61400.0, 60900.0, 58100.0, 59500.0, 58700.0, 59600.0, 60800.0, 60700.0, 60200.0]",35.81,T,36.16,99.03,"[37.43, 37.43, 37.44, 36.98, 37.03, 36.55, 35.99, 35.71, 35.75, 35.67, 35.67, 35.66, 35.62, 35.67, 35.68, 35.69, 35.73, 35.76, 35.81, 35.84]",T,"[21, 17, 24]","[19, 23, 22, 24, 24]",F,F,14.0,"[11, 18, 14]","[20, 17, 19, 14, 12]",2.0,"[2, 2, 3]","[3, 3, 3, 3, 2]","[1735, 2008, 2570]","[597, 644, 665, 665, 697]","[345, 356, 588]","[138, 163, 150, 138, 166]","[228, 243, 472]","[103, 128, 108, 134, 129]","[19, 17, 22]","[23, 25, 22, 20, 23]","[13, 12, 18]","[17, 19, 16, 20, 18]","[400, 350, 550]",[],"[1, 0, 0]",[],"[15, 14, 11]",[],"[139, 86, 69]","[84, 76, 73, 69, 69]","[142, 194, 157]","[177, 183, 185, 157, 157]","[2525, 3336, 4194]","[3471, 3731, 3947, 4194, 4342]","[2515, 2680, 4707]","[1030, 1274, 1080, 1334, 1285]","[13185, 17023, 22240]","[17987, 19556, 20972, 22240, 23204]"
A029960,코엔텍,156033,8400,10500,7660,9790.0,9080.0,8370.0,80.0,109.66,85.8,100.36,100.36,8395,100.06,8352,100.57,"[8420.0, 8370.0, 8320.0, 8360.0, 8370.0, 8180.0, 8380.0, 8380.0, 8410.0, 8410.0, 8320.0, 8400.0, 8380.0, 8260.0, 8330.0, 8660.0, 8600.0, 8480.0, 8480.0, 8400.0]",7.08,T,7.24,97.79,"[7.17, 7.12, 7.11, 7.21, 7.2, 7.16, 7.24, 7.24, 7.27, 7.29, 7.28, 7.28, 7.28, 7.31, 7.39, 7.59, 7.38, 7.28, 7.08, 7.02]",T,"[16, 16, 19, 22]","[18, 16, 16, 19, 22]",F,F,16.0,"[20, 18, 14, 11]","[18, 20, 18, 14, 12, 45]",2.5,"[3, 3, 2, 2]","[3, 3, 3, 2, 2]","[711, 708, 741, 844]","[176, 162, 187, 216, 215, 205]","[284, 310, 366, 477]","[89, 64, 80, 132, 125, 117]","[241, 255, 296, 383]","[72, 51, 63, 110, 100, 93]","[40, 43, 49, 56]","[50, 39, 42, 61, 58, 57]","[33, 36, 40, 45]","[40, 31, 33, 51, 46, 45]","[540, 510, 300, 300]",[],"[5, 5, 3]",[],"[111, 99, 50]",[],"[29, 26, 24]","[48, 28, 25, 24, 35]","[689, 626, 534]","[245, 465, 508, 534, 302]","[511, 505, 522]","[433, 453, 478, 522, 502]","[483, 511, 593, 766]","[143, 102, 127, 221, 199, 186]","[3069, 3041, 3123, 3595]","[2675, 2778, 2905, 3123, 3023]"
A021240,코웨이,150659,70000,89100,64700,83000.0,76900.0,70800.0,78.56,108.19,84.34,98.87,98.87,70830,98.83,70200,99.72,"[71000.0, 70200.0, 70400.0, 69700.0, 71300.0, 70200.0, 70400.0, 71100.0, 72200.0, 72500.0, 70200.0, 71200.0, 71400.0, 70700.0, 71200.0, 70000.0, 70100.0, 71300.0, 71500.0, 70000.0]",61.27,T,61.27,100.0,"[61.35, 61.34, 61.35, 61.3, 61.31, 61.27, 61.24, 61.27, 61.26, 61.28, 61.3, 61.29, 61.26, 61.24, 61.2, 61.18, 61.16, 61.21, 61.27, 61.26]",T,"[30, 31, 27, 24]","[31, 28, 27, 27, 27]",F,F,12.0,"[20, 13, 11, 10]","[11, 13, 12, 11, 10, 43]",2.5,"[6, 3, 2, 2]","[3, 3, 2, 2, 2]","[30189, 32374, 36643, 39716]","[8790, 9054, 9340, 9459, 9280, 9922]","[4583, 6064, 6402, 6920]","[1707, 1664, 1638, 1392, 1727, 1738]","[3322, 4047, 4655, 5064]","[1258, 1158, 1365, 874, 1350, 1226]","[15, 18, 17, 17]","[19, 18, 17, 14, 18, 17]","[11, 12, 12, 12]","[14, 12, 14, 9, 14, 12]","[2400, 1200, 1250, 1267]",[],"[2, 1, 1]",[],"[52, 21, 19]",[],"[165, 103, 99]","[121, 109, 104, 99, 118]","[41, 53, 67]","[76, 68, 70, 67, 87]","[2671, 3720, 4685]","[3809, 4093, 4444, 4685, 4789]","[4511, 5486, 6310, 6856]","[1705, 1570, 1850, 1185, 1830, 1652]","[14931, 20554, 26268, 31855]","[21116, 22701, 24918, 26268, 26950]"
A259960,크래프톤,200055,250000,580000,233000,493250.0,406500.0,319750.0,43.1,107.3,50.68,78.19,78.19,251425,99.43,247500,101.01,"[258000.0, 256500.0, 251500.0, 245000.0, 257000.0, 252000.0, 253500.0, 241000.0, 240000.0, 247500.0, 237000.0, 256000.0, 256500.0, 247500.0, 257000.0, 255000.0, 249000.0, 259000.0, 259500.0, 250000.0]",29.46,T,28.88,102.01,"[28.66, 28.71, 28.74, 28.73, 28.63, 28.58, 28.62, 28.64, 28.67, 28.75, 28.61, 28.89, 28.91, 28.89, 28.89, 28.92, 29.48, 29.5, 29.46, 29.35]",T,[17],"[39, 37, 19, 17, 18]",F,F,40.0,[40],"[39, 40, 22, 81]",4.0,[4],"[5, 4, 2]","[10875, 16704, 18863, 22208]","[4610, 4593, 5219, 4440, 5230, 5184]","[3593, 7739, 6396, 8880]","[2272, 1742, 1953, 430, 3119, 1910]","[2789, 5563, 5199, 7066]","[1940, 1413, 1783, 62, 2452, 1532]",[33],"[49, 37, 37, 9, 59, 36]",[27],"[42, 30, 34, 1, 46, 29]",[],[],[],[],[],[],[22],"[47, 45, 17, 22, 19]",[572],"[272, 289, 771, 572, 509]",[89793],"[28881, 33250, 89656, 89793, 95507]","[7198, 13710, 11442, 14403]","[4535, 3276, 3811, 127, 5002, 3168]","[14528, 28377, 98465, 117622]","[33213, 36273, 96612, 98465, 103331]"
A214150,클래시스,470015,17250,27200,13800,23850.0,20500.0,17150.0,63.42,125.0,72.33,100.58,100.58,17740,97.24,17350,99.42,"[19350.0, 19200.0, 18600.0, 18550.0, 18000.0, 17450.0, 17700.0, 17600.0, 17450.0, 17350.0, 17200.0, 17400.0, 17650.0, 17000.0, 17150.0, 17350.0, 17500.0, 17450.0, 17600.0, 17250.0]",66.84,T,67.01,99.75,"[66.53, 66.63, 66.71, 66.78, 66.85, 67.08, 67.23, 67.24, 67.3, 67.34, 67.42, 67.36, 67.26, 67.11, 67.11, 66.98, 66.86, 66.84, 66.84, 66.72]",T,"[48, 36, 30, 28]","[32, 35, 35, 30, 31]",F,F,26.0,"[26, 26, 27, 21]","[25, 26, 27, 27, 30, 87]",7.5,"[10, 8, 7, 5]","[7, 8, 8, 7, 8]","[811, 765, 1006, 1368]","[213, 295, 245, 253, 354, 340]","[417, 406, 517, 673]","[109, 161, 133, 114, 167, 160]","[334, 382, 438, 532]","[96, 120, 125, 97, 128, 120]","[51, 53, 51, 49]","[51, 54, 54, 45, 47, 47]","[41, 49, 43, 38]","[44, 40, 51, 38, 36, 35]","[46, 60, 66, 72]",[],"[0, 0, 0]",[],"[8, 10, 9]",[],"[29, 11, 32]","[14, 12, 12, 32, 76]","[176, 543, 306]","[414, 425, 388, 306, 257]","[1265, 1812, 2429]","[1900, 2086, 2280, 2429, 2561]","[534, 590, 677, 821]","[148, 186, 194, 150, 198, 202]","[1366, 1913, 2530, 3319]","[2000, 2187, 2380, 2530, 2662]"
A039490,키움증권,36284,94900,136000,82700,122675.0,109350.0,96025.0,69.78,114.75,77.36,98.83,98.83,90125,105.3,86825,109.3,"[93100.0, 91400.0, 89000.0, 88000.0, 85800.0, 83200.0, 85800.0, 85900.0, 87600.0, 87100.0, 86000.0, 90600.0, 92200.0, 92300.0, 92500.0, 92400.0, 93900.0, 95400.0, 95400.0, 94900.0]",24.59,T,24.66,99.72,"[24.98, 24.92, 24.83, 24.84, 24.73, 24.68, 24.59, 24.58, 24.62, 24.55, 24.57, 24.62, 24.58, 24.6, 24.57, 24.59, 24.54, 24.55, 24.59, 24.59]",T,"[16, 27, 25, 14]","[27, 36, 31, 27, 25]",F,F,4.0,"[5, 4, 3, 4]","[4, 3, 3, 3, 3, 16]",0.0,"[0, 1, 0, 0]","[1, 1, 0, 0, 0]","[27133, 45197, 58662, 41657]","[5315, 14373, 10255, 13024, 21010]","[4737, 9690, 12089, 9039]","[2891, 3472, 2926, 3209, 2481, 2382]","[3620, 7062, 9102, 6689]","[2142, 2668, 2212, 2335, 1887, 1652]","[17, 21, 20, 21]","[54, 24, 28, 24, 11]","[13, 15, 15, 16]","[40, 18, 21, 17, 8]","[2000, 3000, 3500, 3175]",[],"[2, 2, 3]",[],"[15, 10, 11]",[],"[960, 1203, 953]","[1203, 1112, 984, 986, 953]",[],[],"[1709, 2191, 2889]","[2191, 2340, 2575, 2746, 2889]","[14287, 27681, 32813, 23018]","[8276, 10142, 8432, 8013, 6478, 5627]","[89743, 114155, 149422, 173849]","[114155, 121539, 133516, 142178, 149422]"
A009410,태영건설,32957,8540,13250,8390,12035.0,10820.0,9605.0,64.45,101.79,70.96,88.91,88.91,8833,96.68,8570,99.65,"[9690.0, 9650.0, 9420.0, 9540.0, 9170.0, 8830.0, 8820.0, 8750.0, 8780.0, 8660.0, 8600.0, 8590.0, 8600.0, 8520.0, 8500.0, 8430.0, 8400.0, 8580.0, 8600.0, 8540.0]",8.92,T,8.63,103.36,"[8.19, 8.22, 8.19, 8.23, 8.21, 8.4, 8.52, 8.57, 8.66, 8.62, 8.74, 8.8, 8.82, 8.87, 8.91, 8.9, 8.92, 8.93, 8.92, 8.92]",T,"[8, 61, 11]","[57, 53, 0, 11, 10]",F,F,5.0,"[5, 1, 5]","[1, 1, -189, 5, 5]",0.0,"[0, 0, 0]","[0, 0, 0, 0, 0]","[29671, 22815, 27517]","[5121, 5981, 5188, 11228, 5829]","[2764, 2509, 1745]","[441, 520, 390, 394, 283]","[995, 5325, 654]","[261, 111, 196, 86, 218]","[9, 11, 6]","[8, 8, 7, 3, 4]","[3, 23, 2]","[5, 1, 3, 0, 3]","[150, 325, 350]",[],"[2, 2, 3]",[],"[11, 2, 18]",[],"[276, 487, 426]","[460, 467, 483, 426, 387]","[94, 64, 73]","[67, 65, 58, 73, 61]","[2866, 8250, 8565]","[8324, 8413, 8514, 8565, 8630]","[1152, 8432, 1869]","[664, 429, 484, 291, 631]","[16307, 15978, 17753]","[16457, 16999, 17484, 17753, 18113]"
A095610,테스,106632,25250,32450,23750,30275.0,28100.0,25925.0,77.81,106.32,83.4,97.4,97.4,26597,94.94,26062,96.88,"[27800.0, 26650.0, 26300.0, 26750.0, 27600.0, 26700.0, 27150.0, 26650.0, 27300.0, 27050.0, 26900.0, 27250.0, 27050.0, 26100.0, 26200.0, 25800.0, 25600.0, 25900.0, 25950.0, 25250.0]",8.75,T,9.49,92.2,"[10.89, 10.48, 10.41, 10.22, 10.22, 10.09, 9.84, 9.6, 9.48, 9.37, 9.33, 9.26, 9.09, 8.96, 8.98, 8.84, 8.7, 8.72, 8.75, 8.55]",T,"[4, 13, 27, 18]","[22, 23, 23, 27, 22]",F,F,13.5,"[50, 19, 7, 8]","[12, 10, 8, 7, 8, 28]",1.5,"[2, 2, 1, 1]","[2, 2, 1, 1, 1]","[1784, 2460, 3752, 4007]","[1544, 1037, 550, 621, 1025, 995]","[117, 317, 622, 697]","[330, 223, 63, 5, 185, 194]","[97, 300, 740, 607]","[279, 208, 71, 182, 152, 231]","[6, 12, 16, 17]","[21, 21, 11, 0, 18, 19]","[5, 12, 19, 15]","[18, 20, 12, 29, 14, 23]","[300, 450, 560, 587]",[],"[1, 1, 1]",[],"[59, 28, 14]",[],"[15, 16, 14]","[28, 18, 16, 14, 16]","[293, 144, 210]","[152, 240, 234, 210, 207]","[2225, 2463, 3108]","[2650, 2862, 2932, 3108, 3162]","[493, 1519, 3743, 3074]","[1410, 1050, 360, 923, 768, 921]","[11202, 12521, 15906, 19208]","[13604, 14682, 14984, 15906, 16161]"
A131970,테스나,170547,40700,58000,39350,53337.5,48675.0,44012.5,70.17,103.43,76.31,92.47,92.47,43370,93.84,41675,97.66,"[46600.0, 46000.0, 43700.0, 44400.0, 45150.0, 43850.0, 45800.0, 45650.0, 44250.0, 43750.0, 43500.0, 43450.0, 43250.0, 41450.0, 40850.0, 40050.0, 41700.0, 41700.0, 41600.0, 40700.0]",5.89,T,7.3,80.68,"[7.78, 7.81, 8.17, 8.39, 8.59, 8.57, 8.39, 8.18, 7.37, 7.31, 7.34, 7.26, 7.17, 6.84, 7.23, 6.52, 5.92, 5.8, 5.89, 5.54]",T,"[17, 19, 19, 24]","[20, 19, 21, 19, 20]",F,F,17.0,"[16, 25, 18, 9]","[19, 19, 15, 18, 14]",2.5,"[2, 4, 3, 2]","[3, 3, 3, 3, 2]","[968, 1325, 2076, 2816]","[440, 432, 568, 636, 604, 676]","[242, 306, 541, 800]","[99, 82, 167, 193, 150, 193]","[214, 372, 472, 719]","[74, 60, 133, 205, 106]","[24, 23, 26, 28]","[22, 18, 29, 30, 24, 28]","[22, 28, 22, 25]","[16, 13, 23, 32, 17]","[101, 130, 160, 200]",[],"[0, 0, 0]",[],"[7, 5, 6]",[],"[109, 103, 103]","[107, 95, 101, 103, 104]","[214, 37, 49]","[38, 51, 57, 49, 46]","[3974, 2478, 2990]","[2539, 2610, 2770, 2990, 3083]","[1549, 2248, 2761, 4210]","[431, 352, 781, 1198, 622]","[10304, 13173, 15444, 19469]","[13346, 13663, 14446, 15444, 15876]"
A064760,티씨케이,13174,138100,213000,110800,187450.0,161900.0,136350.0,64.84,124.64,73.67,101.28,101.28,138940,99.4,136400,101.25,"[144600.0, 144300.0, 141000.0, 140900.0, 149600.0, 143800.0, 141500.0, 138200.0, 139500.0, 139000.0, 136900.0, 135100.0, 136600.0, 130200.0, 135800.0, 132500.0, 135600.0, 137700.0, 137900.0, 138100.0]",68.27,T,68.21,100.09,"[67.92, 68.05, 68.14, 68.25, 68.37, 68.29, 68.25, 68.24, 68.19, 68.26, 68.2, 68.11, 68.13, 68.19, 68.27, 68.22, 68.26, 68.24, 68.27, 68.31]",T,"[23, 24, 26, 25]","[25, 26, 26, 26, 27]",T,F,18.5,"[16, 24, 21, 16]","[33, 33, 17, 21, 17, 68]",4.0,"[3, 5, 5, 3]","[7, 7, 4, 5, 4]","[1714, 2282, 2708, 3248]","[630, 662, 687, 728, 778, 795]","[592, 803, 1034, 1230]","[239, 259, 266, 270, 291, 300]","[468, 605, 819, 964]","[190, 211, 211, 207, 228, 235]","[34, 35, 38, 37]","[37, 39, 38, 37, 37, 37]","[27, 26, 30, 29]","[30, 31, 30, 28, 29, 29]","[900, 1100, 1430, 1427]",[],"[1, 0, 0]",[],"[22, 21, 20]",[],"[13, 14, 14]","[16, 11, 10, 14, 16]","[397, 455, 491]","[410, 591, 669, 491, 446]","[3676, 4533, 5716]","[4638, 5000, 5361, 5716, 5820]","[4011, 5183, 7014, 8243]","[1627, 1810, 1805, 1771, 1952, 2016]","[18883, 23166, 29080, 35894]","[23693, 25504, 27309, 29080, 29602]"
A131290,티에스이,34444,87500,89000,51500,79625.0,70250.0,60875.0,98.31,169.9,109.89,143.74,143.74,82785,105.7,80475,108.73,"[77300.0, 80400.0, 77000.0, 78300.0, 80500.0, 80200.0, 83900.0, 82800.0, 85000.0, 83600.0, 83400.0, 82300.0, 82800.0, 81200.0, 83000.0, 86800.0, 86600.0, 86400.0, 86700.0, 87500.0]",11.61,T,10.68,108.71,"[9.27, 9.15, 8.96, 9.25, 10.7, 10.58, 10.67, 10.44, 10.58, 10.68, 11.02, 11.03, 11.04, 11.14, 11.17, 11.62, 11.47, 11.5, 11.61, 11.66]",T,"[10, 15, 20, 26]","[14, 15, 16, 20, 22]",F,F,15.0,"[9, 25, 18, 12]","[21, 20, 20, 18, 13, 45]",2.5,"[0, 3, 3, 2]","[2, 2, 3, 3, 2]","[1915, 2855, 3077, 3706]","[615, 857, 731, 873, 809, 925]","[207, 427, 546, 799]","[119, 205, 109, 114, 222, 262]","[160, 294, 432, 798]","[109, 163, 120, 41, 193]","[10, 14, 17, 21]","[19, 23, 14, 13, 27, 28]","[8, 10, 14, 21]","[17, 19, 16, 4, 23]","[200, 250, 500, 600]",[],"[1, 0, 0]",[],"[12, 9, 11]",[],"[35, 33, 37]","[34, 34, 33, 37, 36]","[187, 189, 201]","[171, 207, 223, 201, 195]","[3015, 3467, 4256]","[3613, 3938, 4153, 4256, 4449]","[1462, 2457, 4043, 6731]","[968, 1510, 1075, 491, 1624, 1889]","[16094, 18380, 22550, 29273]","[19208, 20592, 21680, 22550, 23533]"
A140860,파크시스템스,17252,106600,158200,97800,143100.0,128000.0,112900.0,67.38,109.0,74.49,94.42,94.42,107965,98.74,106575,100.02,"[111700.0, 107900.0, 106200.0, 107200.0, 111000.0, 106500.0, 110000.0, 108100.0, 109900.0, 109500.0, 106600.0, 107200.0, 105000.0, 100000.0, 104900.0, 107900.0, 111300.0, 112000.0, 109800.0, 106600.0]",20.74,T,21.78,95.22,"[22.5, 22.52, 22.48, 22.4, 22.26, 22.17, 22.21, 22.13, 22.09, 21.88, 21.89, 21.85, 21.79, 21.72, 21.37, 21.08, 20.86, 20.82, 20.74, 20.74]",T,"[21, 20, 12, 27]","[4, 0, 9, 12, 22]",F,F,47.0,"[31, 63, 112, 27]","[470, -3118, 135, 112, 57]",8.5,"[6, 11, 11, 6]","[19, 18, 12, 11, 9]","[520, 712, 853, 1127]","[151, 124, 216, 361, 178, 242]","[80, 150, 176, 301]","[14, -10, 48, 124, 6, 54]","[85, 100, 91, 281]","[-59, 12, 93, 45, 3, 52]","[15, 21, 20, 26]","[8, -7, 22, 34, 3, 22]","[16, 13, 10, 24]","[-39, 9, 43, 12, 1, 21]","[120, 180, 250, 250]",[],"[0, 0, 0]",[],"[9, 12, 18]",[],"[36, 96, 48]","[122, 112, 90, 48, 33]","[244, 221, 308]","[174, 171, 215, 308, 386]","[1224, 1500, 2519]","[1292, 1342, 1622, 2519, 2593]","[1277, 1493, 1355, 4053]","[-889, 178, 1391, 668, 49]","[6656, 7996, 13125, 16847]","[6936, 7187, 8617, 13125, 13491]"
