코드,종목명,거래량,종가,52주신고가,52주신저가,사분위75%,사분위50%,사분위25%,신고가대비_종가비율,신저가대비_종가비율,사분위75%대비_종가비율,사분위50%대비_종가비율,사분위50%대비_종가비율,종가_중간값,20일중간값_종가비율,20일사분위25%,20일사분위25%_종가비율,종가흐름,외국인지분율,외국인지분율조건,외국인지분율_중간값,20일중간값_외국인비율,외국인보유흐름,ROE조건,ROE(지배주주)_년도,ROE(지배주주)_분기,영업이익_증가,당기순이익_증가,PER_중간값,PER(배)_년도,PER(배)_분기,PBR_중간값,PBR(배)_년도,PBR(배)_분기,매출액_년도,매출액_분기,영업이익_년도,영업이익_분기,당기순이익_년도,당기순이익_분기,영업이익률_년도,영업이익률_분기,순이익률_년도,순이익률_분기,주당배당금(원)_년도,주당배당금(원)_분기,시가배당률(%)_년도,시가배당률(%)_분기,배당성향(%)_년도,배당성향(%)_분기,부채비율_년도,부채비율_분기,당좌비율_년도,당좌비율_분기,유보율_년도,유보율_분기,EPS(원)_년도,EPS(원)_분기,BPS(원)_년도,BPS(원)_분기
A090460,비에이치,516421,28800,29400,17250,26362.5,23325.0,20287.5,97.96,166.96,109.25,141.96,141.96,27527,104.62,26587,108.32,"[27200.0, 26500.0, 26200.0, 26550.0, 26600.0, 26100.0, 26600.0, 26300.0, 27650.0, 27750.0, 27950.0, 28300.0, 28500.0, 27950.0, 28700.0, 28150.0, 28350.0, 28250.0, 28150.0, 28800.0]",22.31,T,21.74,102.62,"[21.1, 21.17, 21.47, 21.53, 21.55, 21.87, 21.9, 21.94, 21.86, 21.65, 21.33, 21.63, 21.59, 21.71, 21.57, 21.77, 22.11, 22.23, 22.31, 22.49]",T,"[8, 22, 24]","[0, 5, 10, 22, 33]",F,F,9.0,"[28, 9, 8]","[242, 40, 17, 9, 6, 77]",1.0,"[2, 1, 1]","[1, 2, 1, 1, 1]","[6549, 7214, 10370, 14468]","[1388, 1624, 3337, 4021, 3662, 2595]","[626, 340, 711, 1346]","[-150, -10, 437, 434, 224, 124]","[566, 259, 817, 1139]","[-93, 46, 465, 400, 294, 104]","[4, 6, 9]","[-10, 0, 13, 10, 6, 4]","[3, 7, 7]","[-6, 2, 13, 9, 8, 4]","[250, 250, 250]",[],"[1, 1]",[],"[29, 9]",[],"[77, 94]","[72, 83, 104, 94, 88]","[93, 105]","[71, 64, 84, 105, 115]","[2092, 2518]","[1988, 2015, 2291, 2518, 2645]","[1770, 782, 2428, 3343]","[-278, 137, 1379, 1184, 868, 365]","[9286, 10263, 13066, 16252]","[9525, 9926, 11843, 13066, 13751]"
A143240,사람인에이치알,12949,44050,57000,35700,51675.0,46350.0,41025.0,77.28,123.39,85.24,107.37,107.37,44217,99.62,43412,101.47,"[47250.0, 45450.0, 45550.0, 45850.0, 44500.0, 43300.0, 44900.0, 45300.0, 44350.0, 44400.0, 44250.0, 43450.0, 42700.0, 41950.0, 42800.0, 44150.0, 43600.0, 42950.0, 43600.0, 44050.0]",24.17,T,24.38,99.14,"[25.09, 24.82, 24.81, 24.69, 24.47, 24.44, 24.37, 24.32, 24.37, 24.36, 24.27, 24.21, 24.21, 24.23, 24.21, 24.17, 24.15, 24.15, 24.17, 24.17]",T,"[25, 18, 23, 23]","[19, 22, 24, 23, 24]",F,F,14.0,"[14, 14, 15, 12]","[17, 17, 17, 15, 13, 46]",2.5,"[3, 2, 3, 2]","[3, 3, 3, 3, 2]","[936, 963, 1290, 1536]","[247, 344, 316, 383, 357, 404]","[273, 241, 391, 489]","[75, 110, 109, 96, 125, 138]","[255, 216, 318, 388]","[68, 95, 88, 68, 91, 109]","[29, 24, 30, 31]","[30, 32, 34, 25, 35, 34]","[27, 22, 24, 25]","[27, 27, 27, 17, 25, 26]","[580, 600, 600, 600]",[],"[1, 2, 1]",[],"[25, 30, 20]",[],"[17, 16, 27]","[15, 16, 14, 27, 24]","[363, 427, 126]","[439, 401, 478, 126, 124]","[1918, 2186, 2622]","[2189, 2353, 2504, 2622, 2664]","[2188, 1862, 2750, 3362]","[585, 818, 756, 592, 776, 943]","[10088, 11286, 13729, 16648]","[11307, 12269, 13072, 13729, 13947]"
A028050,삼성엔지니어링,1140419,24050,28550,19250,26225.0,23900.0,21575.0,84.24,124.94,91.71,111.47,111.47,25042,96.04,24125,99.69,"[26450.0, 26800.0, 26650.0, 26500.0, 25450.0, 25200.0, 26250.0, 25850.0, 26450.0, 25350.0, 24550.0, 24050.0, 23550.0, 23150.0, 23350.0, 24200.0, 24150.0, 24300.0, 24550.0, 24050.0]",40.31,T,40.74,98.94,"[40.77, 40.85, 40.96, 41.08, 41.05, 41.11, 41.21, 41.22, 41.19, 41.05, 40.93, 40.78, 40.67, 40.42, 40.26, 40.26, 40.2, 40.19, 40.31, 40.27]",T,"[20, 20]","[18, 19, 20, 20, 19]",F,F,11.0,"[12, 10]","[9, 14, 14, 12, 13, 41]",1.5,"[2, 1]","[1, 2, 2, 2, 2]","[63921, 67492, 74867, 84759]","[15308, 16958, 17466, 25135, 21634, 20865]","[4227, 3612, 5033, 6197]","[1073, 1503, 1390, 1067, 1744, 1511]","[3238, 2521, 3511, 4511]","[1015, 938, 979, 579, 1137, 1069]","[6, 7]","[7, 8, 7, 4, 8, 7]","[4, 5]","[6, 5, 5, 2, 5, 5]",[20],[],[],[],[],[],[209],"[215, 205, 197, 209, 195]",[97],"[78, 108, 85, 97, 88]",[100],"[74, 83, 94, 100, 112]","[1637, 1288, 1900, 2349]","[552, 476, 551, 322, 584, 591]","[6710, 8167, 10216, 12612]","[8799, 9282, 9929, 10216, 10901]"
A003230,삼양식품,81065,95400,110500,77300,102200.0,93900.0,85600.0,86.33,123.42,93.35,111.45,111.45,92195,103.48,90675,105.21,"[95300.0, 94600.0, 89000.0, 88800.0, 94500.0, 91000.0, 94500.0, 96400.0, 92500.0, 91200.0, 88900.0, 90700.0, 93200.0, 90600.0, 89900.0, 91900.0, 92000.0, 91000.0, 92500.0, 95400.0]",8.2,T,9.05,90.61,"[10.72, 10.72, 10.56, 10.35, 9.75, 9.56, 9.21, 8.9, 8.57, 8.6, 8.8, 8.63, 8.7, 8.59, 8.47, 8.36, 8.21, 8.24, 8.2, 7.95]",T,"[23, 21, 15, 15]","[17, 13, 12, 15, 16]",F,F,11.0,"[11, 11, 12, 10]","[11, 14, 14, 12, 11, 48]",1.5,"[2, 2, 1, 1]","[1, 1, 1, 1, 1]","[5436, 6485, 6420, 7495]","[1400, 1476, 1617, 1928, 2022, 1736]","[783, 953, 654, 842]","[144, 142, 152, 216, 245, 188]","[600, 680, 567, 666]","[132, 108, 147, 178, 193, 161]","[14, 14, 10, 11]","[10, 9, 9, 11, 12, 10]","[11, 10, 8, 8]","[9, 7, 9, 9, 9, 9]","[800, 800, 1000, 1050]",[],"[0, 0, 1]",[],"[10, 8, 13]",[],"[63, 60, 90]","[63, 67, 71, 90, 91]","[105, 101, 110]","[74, 108, 82, 110, 94]","[645, 803, 931]","[822, 850, 889, 931, 960]","[7906, 8922, 7480, 8798]","[1733, 1410, 1977, 2360, 2530, 1898]","[37663, 45472, 51826, 59991]","[46435, 47864, 49764, 51826, 53185]"
A001820,삼화콘덴서,23161,50200,72300,49750,66662.5,61025.0,55387.5,69.43,100.9,75.3,90.63,90.63,51135,98.17,50150,100.1,"[54500.0, 53900.0, 51900.0, 51900.0, 52000.0, 49900.0, 50600.0, 50700.0, 51300.0, 51400.0, 50400.0, 51300.0, 51400.0, 49950.0, 50000.0, 49900.0, 49950.0, 50700.0, 50800.0, 50200.0]",7.25,T,7.29,99.45,"[7.28, 7.29, 7.27, 7.27, 7.27, 7.33, 7.36, 7.33, 7.34, 7.32, 7.33, 7.32, 7.3, 7.22, 7.23, 7.28, 7.26, 7.26, 7.25, 7.22]",T,"[21, 14, 15, 14]","[14, 14, 16, 15, 14]",F,F,20.0,"[18, 29, 22, 16]","[29, 23, 20, 22, 21, 67]",3.0,"[3, 3, 3, 2]","[3, 3, 3, 3, 2]","[2545, 2425, 2622, 2861]","[633, 691, 703, 595, 685, 712]","[373, 271, 332, 392]","[90, 106, 131, 4, 89, 91]","[298, 235, 286, 320]","[84, 88, 116, -2, 76]","[14, 11, 12, 13]","[14, 15, 18, 0, 13, 12]","[11, 9, 10, 11]","[13, 12, 16, 0, 11]","[250, 300, 500, 533]",[],"[0, 0, 0]",[],"[8, 13, 18]",[],"[39, 34, 32]","[38, 40, 37, 32, 34]","[144, 196, 202]","[188, 176, 191, 202, 201]","[1312, 1504, 1746]","[1555, 1638, 1748, 1746, 1769]","[2852, 2243, 2735, 3062]","[802, 845, 1106, -18, 723, 750]","[14890, 16927, 19654, 22318]","[17458, 18526, 19577, 19654, 19914]"
A038540,상상인,250884,10650,12700,7440,11385.0,10070.0,8755.0,83.86,143.15,93.54,121.64,121.64,10395,102.45,10145,104.98,"[10700.0, 10450.0, 10250.0, 10800.0, 11100.0, 10400.0, 10950.0, 10700.0, 10800.0, 10500.0, 10250.0, 9980.0, 9830.0, 9600.0, 9760.0, 9790.0, 10200.0, 10200.0, 11000.0, 10650.0]",9.4,T,9.54,98.53,"[9.78, 9.88, 10.02, 9.8, 9.56, 9.47, 9.46, 9.29, 9.61, 9.52, 9.54, 9.59, 9.58, 9.55, 9.49, 9.43, 9.32, 9.37, 9.4, 9.22]",T,"[26, 15]","[13, 14, 14, 15, 18]",F,F,3.5,"[3, 4]","[4, 4, 5, 4, 4]",0.0,"[0, 0]","[0, 0, 0, 0, 0]","[5413, 4542, 5690]","[1130, 1737, 1235, 1589, 1745]","[1824, 941, 1321]","[167, 511, 282, 361, 460]","[1204, 643, 1023]","[158, 407, 209, 249, 354]","[33, 23]","[14, 29, 22, 22, 26]","[22, 17]","[13, 23, 16, 15, 20]","[200, 100]",[],"[2, 1]",[],"[8, 5]",[],"[486, 616]","[527, 478, 508, 616, 616]","[100, 690]","[77, 65, 472, 690, 664]","[847, 1127]","[964, 1042, 1081, 1127, 1196]","[2254, 1121, 1828]","[264, 682, 402, 480, 628]","[9606, 10698, 12762]","[10996, 11843, 12277, 12762, 13465]"
A178320,서진시스템,106703,17600,23654,15744,21676.5,19699.0,17721.5,74.41,111.79,81.19,99.31,99.31,17892,98.37,17600,100.0,"[18900.0, 17600.0, 17750.0, 18200.0, 18650.0, 17850.0, 18300.0, 18000.0, 17900.0, 18150.0, 17950.0, 18100.0, 18050.0, 17350.0, 17350.0, 17350.0, 17400.0, 17650.0, 17750.0, 17600.0]",5.69,T,5.55,102.52,"[5.45, 5.3, 5.22, 5.33, 5.29, 5.25, 5.19, 5.35, 5.51, 5.7, 5.8, 5.85, 5.88, 5.77, 5.71, 5.72, 5.7, 5.74, 5.69, 5.63]",T,"[20, 12, 18]","[-2, 0, 11, 12, 10]",F,F,10.0,"[10, 20, 7]","[-125, 325, 18, 20, 17, 48]",1.0,"[1, 2, 1]","[3, 2, 1, 2, 1]","[3924, 3219, 6061, 10764]","[1346, 1378, 1736, 1602, 1401, 2249]","[544, 49, 580, 966]","[92, 50, 250, 187, 28, 169]","[490, -58, 386, 858]","[46, -8, 200, 148, 86, 136]","[13, 9, 8]","[6, 3, 14, 11, 2, 7]","[12, 6, 7]","[3, 0, 11, 9, 6, 6]","[150, 150, 225]",[],"[1, 0]",[],"[11, 14]",[],"[110, 191]","[201, 212, 182, 191, 130]","[46, 42]","[70, 56, 51, 42, 57]","[2728, 3478]","[3121, 3075, 3287, 3478, 3497]","[1344, -152, 1045, 2287]","[128, -22, 532, 393, 228, 365]","[7279, 6682, 9584, 14546]","[7632, 7530, 9117, 9584, 14575]"
A357780,솔브레인,16037,267700,372600,205300,330775.0,288950.0,247125.0,71.85,130.39,80.93,108.33,108.33,255135,104.92,239325,111.86,"[243300.0, 237000.0, 233300.0, 232700.0, 241200.0, 233500.0, 240100.0, 236900.0, 267400.0, 265600.0, 261400.0, 262800.0, 269900.0, 260600.0, 260600.0, 270900.0, 271800.0, 272000.0, 274000.0, 267700.0]",27.27,T,27.48,99.24,"[27.58, 27.56, 27.58, 27.53, 27.5, 27.45, 27.41, 27.39, 27.7, 27.7, 27.67, 27.62, 27.41, 27.51, 27.57, 27.38, 27.26, 27.28, 27.27, 27.31]",T,"[26, 25]","[26, 26, 25]",F,F,14.0,"[16, 14, 11]","[18, 15, 14, 12, 53]",3.0,"[4, 3, 2]","[4, 4, 3, 3, 2]","[4701, 10239, 11451]","[2392, 2435, 2759, 2653, 2816, 2807]","[1040, 1888, 2328]","[505, 431, 506, 446, 576, 578]","[649, 1522, 1825]","[421, 310, 423, 368, 487, 493]","[22, 18, 20]","[21, 17, 18, 16, 20, 20]","[13, 14, 15]","[17, 12, 15, 13, 17, 17]","[1950, 1950, 2114]",[],"[0, 0]",[],"[23, 10]",[],"[41, 27]","[35, 23, 20, 27, 22]","[147, 192]","[160, 208, 245, 192, 200]","[12225, 15654]","[12899, 13674, 14738, 15654, 16477]","[16179, 19093, 23639]","[5319, 3876, 5316, 4583, 6061, 5142]","[63766, 81797, 103414]","[67370, 71358, 77046, 81797, 86108]"
A026890,스틱인베스트먼트,85183,8890,21150,8750,18050.0,14950.0,11850.0,42.03,101.6,49.25,75.02,75.02,9205,96.58,8897,99.92,"[10400.0, 10100.0, 9770.0, 9450.0, 9400.0, 8980.0, 9190.0, 9250.0, 9290.0, 9180.0, 8750.0, 9060.0, 9090.0, 8950.0, 8890.0, 8760.0, 8810.0, 9000.0, 8900.0, 8890.0]",5.15,T,5.45,94.5,"[5.81, 5.78, 5.63, 5.59, 5.57, 5.56, 5.54, 5.5, 5.46, 5.44, 5.38, 5.47, 5.45, 5.35, 5.33, 5.3, 5.29, 5.3, 5.15, 5.07]",T,"[7, 11, 28]","[11, 10, 20, 21, 28]",F,F,18.0,"[20, 18, 10]","[18, 30, 16, 14, 10]",1.0,"[1, 1, 2]","[1, 2, 2, 2, 2]","[1645, 1741, 3127]","[499, 454, 993, 658, 1022]","[169, 307, 763]","[119, 44, 284, 141, 293]","[111, 200, 581]","[47, 41, 214, 113, 213]","[10, 17, 24]","[23, 9, 28, 21, 28]","[6, 11, 18]","[9, 9, 21, 17, 20]","[80, 90, 150]",[],"[1, 1, 1]",[],"[27, 17, 9]",[],"[41, 38, 47]","[38, 36, 49, 45, 47]","[191, 204, 179]","[204, 216, 176, 184, 179]","[697, 807, 1046]","[807, 810, 889, 967, 1046]","[256, 470, 1391]","[112, 95, 513, 271, 512]","[4149, 4731, 6111]","[4731, 4764, 5213, 5547, 6111]"
A222800,심텍,1963345,47400,58300,21950,49212.5,40125.0,31037.5,81.3,215.95,96.32,152.72,152.72,49885,95.02,49325,96.1,"[49400.0, 48350.0, 47100.0, 49900.0, 49700.0, 48050.0, 50500.0, 50100.0, 51200.0, 51400.0, 50700.0, 50400.0, 51400.0, 49100.0, 50100.0, 51200.0, 50000.0, 50700.0, 51000.0, 47400.0]",11.4,T,10.51,108.47,"[10.44, 10.27, 10.37, 10.26, 10.19, 9.9, 10.2, 9.96, 9.93, 10.14, 10.36, 10.41, 10.77, 10.57, 10.77, 11.78, 10.91, 11.26, 11.4, 10.22]",T,"[-19, 25, 35, 49]","[24, 17, 24, 35, 48]",T,F,8.5,"[-7, 11, 12, 6]","[12, 16, 11, 12, 10, 25]",2.0,"[1, 2, 3, 2]","[2, 2, 2, 3, 4]","[10002, 12014, 13658, 17723]","[2831, 3247, 3660, 3921, 4177, 4435]","[-179, 897, 1743, 3546]","[153, 312, 504, 774, 848, 881]","[-394, 565, 1183, 2494]","[64, 171, 532, 415, 607]","[-1, 7, 12, 20]","[5, 9, 13, 19, 20, 19]","[-3, 4, 8, 14]","[2, 5, 14, 10, 14]","[152, 320, 500, 520]",[],"[1, 1, 1]",[],"[-10, 18, 13]",[],"[420, 170, 124]","[175, 166, 134, 124, 142]","[19, 21, 26]","[28, 29, 36, 26, 46]","[1261, 1597, 2078]","[1537, 1638, 1936, 2078, 2343]","[-1483, 1943, 3616, 7735]","[195, 521, 1621, 1286, 1902, 2001]","[6679, 8843, 11910, 19142]","[8760, 9264, 11036, 11910, 13352]"
A096530,씨젠,222020,43900,94700,37000,80275.0,65850.0,51425.0,46.36,118.65,54.69,85.37,85.37,41280,106.35,39575,110.93,"[40800.0, 39200.0, 39150.0, 37850.0, 39700.0, 39150.0, 40350.0, 39000.0, 40100.0, 40500.0, 39950.0, 42350.0, 43350.0, 42100.0, 42950.0, 43200.0, 43450.0, 44100.0, 44450.0, 43900.0]",18.04,T,17.7,101.92,"[17.25, 17.23, 17.19, 17.12, 17.64, 17.68, 17.66, 17.46, 17.74, 17.71, 17.74, 18.05, 17.98, 17.93, 17.83, 17.86, 17.84, 17.94, 18.04, 18.02]",T,"[19, 125, 62, 28]","[132, 104, 80, 62, 53]",F,F,8.0,"[30, 10, 5, 6]","[5, 6, 5, 5, 4, 27]",3.5,"[5, 7, 2, 1]","[4, 4, 3, 2, 2]","[1220, 11252, 13708, 10595]","[3518, 3037, 3053, 4100, 4515, 2340]","[224, 6762, 6667, 4364]","[1939, 1442, 1286, 1999, 1997, 970]","[267, 5031, 5376, 3576]","[1642, 1167, 932, 1634, 1657, 706]","[18, 60, 48, 41]","[55, 47, 42, 48, 44, 41]","[21, 44, 39, 33]","[46, 38, 30, 39, 36, 30]","[50, 753, 1000, 912]",[],"[0, 0, 1]",[],"[9, 7, 9]",[],"[28, 69, 37]","[59, 40, 36, 37, 36]","[378, 167, 277]","[168, 206, 241, 277, 297]","[1150, 4923, 4200]","[5880, 3330, 3606, 4200, 4759]","[511, 9617, 10274, 6818]","[3152, 2211, 1776, 3134, 3168, 1608]","[2935, 12414, 20971, 27362]","[14816, 16794, 17991, 20971, 23889]"
A139990,아주스틸,31152,15100,39000,14600,32900.0,26800.0,20700.0,38.72,103.42,45.9,72.95,72.95,15092,100.05,14900,101.34,"[16100.0, 15850.0, 15400.0, 15250.0, 15250.0, 14800.0, 14950.0, 14850.0, 14850.0, 14950.0, 14750.0, 14900.0, 14950.0, 14900.0, 14900.0, 14900.0, 14950.0, 15100.0, 15150.0, 15100.0]",20.7,T,20.68,100.1,"[20.71, 20.7, 20.69, 20.69, 20.69, 20.66, 20.66, 20.67, 20.67, 20.66, 20.65, 20.67, 20.68, 20.68, 20.67, 20.67, 20.68, 20.71, 20.7, 20.7]",T,[18],[],F,F,13.0,[13],[],2.0,[2],"[2, 2, 1]","[5064, 5698, 9334]","[1740, 2654, 2801, 2689]","[246, 284, 553]","[145, 191, 59, 96]","[83, 117, 325]","[121, 136, -33, 63]",[5],"[8, 7, 2, 3]",[3],"[6, 5, -1, 2]",[],[],[],[],[],[],[165],"[186, 154, 165, 207]",[61],"[64, 69, 61, 55]",[1578],"[1164, 1595, 1578, 1630]","[445, 625, 1388]","[516, 562, -85, 259]","[5631, 5229, 8901]","[6758, 8974, 8901, 9211]"
A067160,아프리카TV,84664,107000,249100,97000,211075.0,173050.0,135025.0,42.95,110.31,50.69,79.24,79.24,102515,104.37,100725,106.23,"[107200.0, 103500.0, 102000.0, 102000.0, 101900.0, 97400.0, 98700.0, 99000.0, 101500.0, 101400.0, 99300.0, 102900.0, 102500.0, 98200.0, 101200.0, 105300.0, 104000.0, 108000.0, 107300.0, 107000.0]",34.13,T,36.55,93.38,"[37.63, 37.68, 37.69, 37.54, 37.47, 37.57, 37.44, 37.26, 37.27, 37.08, 37.09, 36.82, 36.7, 36.48, 36.3, 35.51, 34.95, 34.41, 34.13, 34.01]",T,"[32, 27, 39, 35]","[34, 37, 39, 39, 40]",F,F,21.0,"[23, 19, 32, 14]","[19, 24, 27, 32, 22, 57]",5.0,"[6, 4, 10, 4]","[5, 7, 8, 10, 7]","[1665, 1966, 2723, 3373]","[609, 650, 711, 754, 753, 810]","[372, 504, 888, 1077]","[196, 215, 231, 246, 231, 264]","[342, 363, 709, 867]","[154, 189, 197, 168, 196, 226]","[22, 25, 32, 31]","[32, 33, 32, 32, 30, 32]","[20, 18, 26, 25]","[25, 29, 27, 22, 26, 27]","[550, 650, 730, 733]",[],"[0, 1, 0]",[],"[17, 19, 11]",[],"[87, 97, 94]","[104, 92, 91, 94, 96]","[120, 127, 100]","[118, 109, 115, 100, 103]","[2233, 2781, 4007]","[2928, 3371, 3714, 4007, 4208]","[2990, 3184, 6179, 7561]","[1349, 1647, 1719, 1464, 1705, 1856]","[10879, 13487, 18988, 25949]","[14304, 15679, 17500, 18988, 19784]"
A131370,알서포트,76284,5410,13450,4930,11320.0,9190.0,7060.0,40.22,109.74,47.79,76.63,76.63,5199,104.06,5115,105.77,"[5290.0, 5170.0, 5100.0, 5040.0, 5230.0, 4940.0, 5130.0, 5120.0, 5130.0, 5150.0, 4985.0, 5170.0, 5160.0, 5020.0, 5390.0, 5310.0, 5350.0, 5440.0, 5450.0, 5410.0]",20.49,T,20.27,101.09,"[19.99, 20.01, 20.06, 20.11, 20.27, 20.09, 20.21, 20.26, 20.28, 20.26, 20.22, 20.32, 20.35, 20.3, 20.42, 20.44, 20.4, 20.49, 20.49, 20.5]",T,"[14, -2, 34]","[43, 31, 28, 34, 30]",F,F,16.0,"[16, -556, 17]","[19, 25, 21, 17, 15]",4.0,"[2, 11, 4]","[6, 6, 5, 4, 3]","[285, 464, 525]","[112, 189, 111, 112, 114]","[58, 185, 175]","[32, 101, 33, 8, 16]","[89, -12, 245]","[33, 104, 25, 84, 11]","[20, 39, 33]","[28, 53, 29, 6, 14]","[31, -2, 46]","[29, 54, 22, 74, 9]","[20, 30, 40]",[],"[0, 0, 0]",[],"[12, -123, 8]",[],"[26, 25, 12]","[19, 18, 17, 12, 14]","[526, 244, 498]","[310, 364, 451, 498, 426]","[1110, 1071, 1502]","[1103, 1298, 1345, 1502, 1483]","[162, -24, 460]","[61, 195, 46, 157, 20]","[1191, 1154, 1598]","[1183, 1382, 1438, 1598, 1580]"
A052790,액토즈소프트,20314,11600,17950,9020,15717.5,13485.0,11252.5,64.62,128.6,73.8,103.09,103.09,11130,104.22,10637,109.05,"[12150.0, 11700.0, 11000.0, 10600.0, 10950.0, 10450.0, 10500.0, 10650.0, 10700.0, 10600.0, 10400.0, 10750.0, 10950.0, 11000.0, 11650.0, 11400.0, 11750.0, 11950.0, 11850.0, 11600.0]",49.95,T,50.03,99.84,"[50.1, 50.07, 50.07, 50.11, 50.18, 50.1, 50.09, 50.12, 50.11, 50.11, 50.04, 50.03, 50.02, 49.87, 49.92, 49.94, 49.92, 49.93, 49.95, 49.93]",T,[21],"[16, 20, 19, 21, 15]",F,F,5.0,[5],"[4, 4, 3, 5, 4]",0.0,[0],"[0, 0, 0, 0, 0]","[627, 475, 583]","[139, 176, 130, 138, 133]","[257, 179, 254]","[68, 74, 53, 59, 47]","[208, 156, 374]","[126, 116, 68, 65, 41]",[43],"[48, 41, 41, 42, 35]",[64],"[90, 65, 52, 46, 30]",[],[],[],[],[],[],[49],"[51, 59, 62, 49, 44]",[195],"[219, 200, 195, 195, 191]",[2853],"[2419, 2624, 2743, 2853, 2925]","[1833, 1376, 3302]","[1112, 1023, 596, 570, 358]","[10811, 13852, 17896]","[15047, 16102, 17235, 17896, 18503]"
A137310,에스디바이오센서,181306,48900,81000,40400,70850.0,60700.0,50550.0,60.37,121.04,69.02,96.74,96.74,47595,102.74,46900,104.26,"[46600.0, 45850.0, 45850.0, 46200.0, 47000.0, 47500.0, 47500.0, 46550.0, 47500.0, 48000.0, 47750.0, 48200.0, 48300.0, 47800.0, 47900.0, 47750.0, 48300.0, 48450.0, 50000.0, 48900.0]",12.9,T,12.93,99.77,"[12.98, 12.99, 12.98, 13.0, 13.03, 13.05, 12.95, 12.9, 12.93, 12.94, 12.93, 12.92, 12.91, 12.86, 12.83, 12.83, 12.87, 12.86, 12.9, 12.86]",T,"[72, 35]","[72, 59]",F,F,5.0,"[5, 5]","[5, 5, 25]",1.5,"[2, 1]","[2, 2, 2]","[737, 16862, 29300, 28122]","[11791, 7804, 5267, 4438, 13884, 7407]","[9, 7383, 13640, 11779]","[5763, 3904, 2495, 1479, 6196, 3083]","[14, 6216, 10644, 9155]","[4375, 2802, 2173, 1294, 4749, 2736]","[46, 41]","[48, 50, 47, 33, 44, 41]","[36, 32]","[37, 35, 41, 29, 34, 36]","[1266, 1062]",[],[2],[],[12],[],[36],"[59, 41, 28, 36, 48]",[200],"[186, 240, 243, 200, 192]",[4298],"[2334, 2935, 4045, 4298, 5024]","[17, 6597, 10864, 8854]","[4683, 3006, 2126, 1263, 4594, 1999]","[1410, 8016, 21658, 29856]","[12228, 15277, 20746, 21658, 25515]"
A041510,에스엠,336676,67000,90000,42900,78225.0,66450.0,54675.0,74.44,156.18,85.65,122.54,122.54,66425,100.87,61650,108.68,"[67900.0, 66500.0, 61200.0, 61700.0, 61500.0, 58000.0, 60400.0, 61300.0, 68700.0, 71400.0, 70200.0, 71800.0, 68700.0, 68000.0, 68000.0, 67600.0, 68800.0, 70300.0, 69500.0, 67000.0]",15.38,T,15.91,96.67,"[16.36, 16.48, 16.83, 16.68, 16.72, 17.29, 17.36, 16.61, 15.86, 15.44, 15.35, 14.91, 15.13, 15.18, 15.26, 15.34, 15.43, 15.35, 15.38, 15.33]",T,"[25, 10]","[-13, -10, -2, 25, 27]",F,F,18.0,"[13, 23]","[-11, -28, -150, 13, 12, 110]",2.0,"[2, 2]","[1, 2, 3, 2, 2]","[6578, 5799, 7016, 8576]","[1542, 1864, 1544, 2065, 1694, 1918]","[404, 65, 675, 959]","[154, 275, 141, 106, 192, 206]","[-162, -803, 1332, 745]","[87, 163, 151, 931, 256, 128]","[9, 11]","[9, 14, 9, 5, 11, 10]","[18, 8]","[5, 8, 9, 45, 15, 6]","[200, 185]",[],[0],[],[3],[],[66],"[79, 71, 65, 66, 56]",[181],"[156, 168, 177, 181, 196]",[5031],"[3648, 3977, 4190, 5031, 5237]","[-390, -2992, 5667, 2965]","[436, 598, 655, 3953, 1161, 629]","[18970, 18686, 26333, 28762]","[19323, 20971, 22051, 26333, 27274]"
A072990,에이치시티,14530,12850,18725,11950,17031.25,15337.5,13643.75,68.62,107.53,75.45,94.18,94.18,12865,99.88,12600,101.98,"[14150.0, 13800.0, 13350.0, 13250.0, 13100.0, 12850.0, 12850.0, 12750.0, 12800.0, 12750.0, 12350.0, 12700.0, 12800.0, 12600.0, 12600.0, 12200.0, 12250.0, 12350.0, 12950.0, 12850.0]",8.39,T,8.26,101.57,"[8.33, 8.34, 8.33, 8.32, 8.31, 8.28, 8.27, 8.26, 8.25, 8.24, 8.22, 8.21, 8.18, 8.16, 8.16, 8.21, 8.17, 8.31, 8.39, 8.34]",T,"[12, 19, 16, 16]","[20, 20, 19, 16, 16]",F,F,10.5,"[11, 10, 11, 7]","[8, 9, 9, 11, 9, 29]",1.0,"[1, 1, 1, 1]","[1, 1, 1, 1, 1]","[474, 534, 633, 740]","[151, 152, 165, 165, 171, 178]","[72, 104, 111, 134]","[34, 31, 32, 14, 33, 34]","[61, 104, 105, 121]","[28, 29, 28, 20, 29, 31]","[15, 19, 17, 18]","[22, 20, 19, 8, 19, 19]","[12, 19, 16, 16]","[18, 18, 16, 12, 17, 17]","[29, 49, 69, 75]",[],"[0, 0, 0]",[],"[3, 3, 4]",[],"[51, 45, 73]","[38, 40, 36, 73, 71]","[125, 120, 128]","[132, 130, 131, 128, 127]","[1360, 1628, 1889]","[1682, 1733, 1812, 1889, 1936]","[868, 1461, 1476, 1718]","[401, 403, 393, 279, 411, 438]","[7081, 8416, 9880, 11577]","[8811, 9063, 9513, 9880, 10173]"
